timestamp,method,image_id,runtime_sec,image_path,output_path
2026-06-30 14:56:03,canny,2007_001955,0.005681,data/processed/images/val/2007_001955.jpg,results/pred_binary/canny/2007_001955.png
2026-06-30 14:56:05,meanshift,2007_001955,1.697487,data/processed/images/val/2007_001955.jpg,results/pred_binary/meanshift/2007_001955.png
2026-06-30 14:56:05,slic,2007_001955,0.192892,data/processed/images/val/2007_001955.jpg,results/pred_binary/slic/2007_001955.png
2026-06-30 14:56:05,canny,2007_002046,0.017274,data/processed/images/val/2007_002046.jpg,results/pred_binary/canny/2007_002046.png
2026-06-30 14:56:07,meanshift,2007_002046,2.173905,data/processed/images/val/2007_002046.jpg,results/pred_binary/meanshift/2007_002046.png
2026-06-30 14:56:08,slic,2007_002046,0.322960,data/processed/images/val/2007_002046.jpg,results/pred_binary/slic/2007_002046.png
2026-06-30 14:56:08,canny,2007_002094,0.004836,data/processed/images/val/2007_002094.jpg,results/pred_binary/canny/2007_002094.png
2026-06-30 14:56:08,meanshift,2007_002094,0.259550,data/processed/images/val/2007_002094.jpg,results/pred_binary/meanshift/2007_002094.png
2026-06-30 14:56:08,slic,2007_002094,0.213118,data/processed/images/val/2007_002094.jpg,results/pred_binary/slic/2007_002094.png
2026-06-30 14:56:08,canny,2007_002119,0.009041,data/processed/images/val/2007_002119.jpg,results/pred_binary/canny/2007_002119.png
2026-06-30 14:56:09,meanshift,2007_002119,0.708215,data/processed/images/val/2007_002119.jpg,results/pred_binary/meanshift/2007_002119.png
2026-06-30 14:56:09,slic,2007_002119,0.249569,data/processed/images/val/2007_002119.jpg,results/pred_binary/slic/2007_002119.png
2026-06-30 14:56:09,canny,2007_002132,0.006231,data/processed/images/val/2007_002132.jpg,results/pred_binary/canny/2007_002132.png
2026-06-30 14:56:09,meanshift,2007_002132,0.356537,data/processed/images/val/2007_002132.jpg,results/pred_binary/meanshift/2007_002132.png
2026-06-30 14:56:10,slic,2007_002132,0.262932,data/processed/images/val/2007_002132.jpg,results/pred_binary/slic/2007_002132.png
2026-06-30 14:56:10,canny,2007_002260,0.006518,data/processed/images/val/2007_002260.jpg,results/pred_binary/canny/2007_002260.png
2026-06-30 14:56:11,meanshift,2007_002260,1.093478,data/processed/images/val/2007_002260.jpg,results/pred_binary/meanshift/2007_002260.png
2026-06-30 14:56:11,slic,2007_002260,0.224332,data/processed/images/val/2007_002260.jpg,results/pred_binary/slic/2007_002260.png
2026-06-30 14:56:11,canny,2007_002266,0.005783,data/processed/images/val/2007_002266.jpg,results/pred_binary/canny/2007_002266.png
2026-06-30 14:56:12,meanshift,2007_002266,0.621942,data/processed/images/val/2007_002266.jpg,results/pred_binary/meanshift/2007_002266.png
2026-06-30 14:56:12,slic,2007_002266,0.280983,data/processed/images/val/2007_002266.jpg,results/pred_binary/slic/2007_002266.png
2026-06-30 14:56:12,canny,2007_002268,0.006504,data/processed/images/val/2007_002268.jpg,results/pred_binary/canny/2007_002268.png
2026-06-30 14:56:13,meanshift,2007_002268,0.635171,data/processed/images/val/2007_002268.jpg,results/pred_binary/meanshift/2007_002268.png
